gene	contig	start	stop	strand	family	nb_copy_in_org	partition	persistent_neighbors	shell_neighbors	cloud_neighbors
GCA_000258285.1_ASM25828v1_genomic_CDS_3359	AJKG01000070.1	89	1423	+	GCA_001036075.1_ASM103607v1_genomic_CDS_0291	1	shell	1	3	1
GCA_000258285.1_ASM25828v1_genomic_CDS_3360	AJKG01000070.1	1472	2158	+	GCA_000751715.1_HGAP_corrected_genomic_CDS_5723	1	shell	0	3	0
GCA_000258285.1_ASM25828v1_genomic_CDS_3361	AJKG01000070.1	2259	2993	+	GCA_000751715.1_HGAP_corrected_genomic_CDS_5724	1	shell	0	2	0
GCA_000258285.1_ASM25828v1_genomic_CDS_3362	AJKG01000070.1	3173	3583	+	GCA_000335395.3_ASM33539v3_genomic_CDS_0135	1	shell	0	2	1
GCA_000258285.1_ASM25828v1_genomic_CDS_3363	AJKG01000070.1	3615	4523	-	GCA_000825745.1_PAE221_genomic_CDS_1000	1	shell	0	2	2
GCA_000258285.1_ASM25828v1_genomic_CDS_3364	AJKG01000070.1	4823	5104	-	GCA_001010525.1_ASM101052v1_genomic_CDS_4603	1	shell	0	2	2
GCA_000258285.1_ASM25828v1_genomic_CDS_3365	AJKG01000070.1	5101	5328	-	GCA_000399805.1_Pseudoaeru02_genomic_CDS_0122	1	shell	0	4	1
GCA_000258285.1_ASM25828v1_genomic_CDS_3366	AJKG01000070.1	5504	6124	-	GCA_000399805.1_Pseudoaeru02_genomic_CDS_0123	1	shell	0	2	1
GCA_000258285.1_ASM25828v1_genomic_CDS_3367	AJKG01000070.1	6225	6725	+	GCA_001454745.1_WH-SGI-V-07311_genomic_CDS_1373	1	shell	1	1	1
GCA_000258285.1_ASM25828v1_genomic_CDS_3368	AJKG01000070.1	6798	7139	+	GCA_001400935.1_PreICMP16945_genomic_CDS_1319	1	persistent	3	7	21
GCA_000258285.1_ASM25828v1_genomic_CDS_3369	AJKG01000070.1	7221	8648	-	GCA_001036075.1_ASM103607v1_genomic_CDS_0281	1	shell	2	1	1
GCA_000258285.1_ASM25828v1_genomic_CDS_3370	AJKG01000070.1	8817	10310	-	GCA_002208585.1_ASM220858v1_genomic_CDS_3353	1	persistent	1	7	13
GCA_000258285.1_ASM25828v1_genomic_CDS_3371	AJKG01000070.1	10394	10681	-	GCA_000412735.1_pagenome_genomic_CDS_0143	1	shell	2	0	1
GCA_000258285.1_ASM25828v1_genomic_CDS_3372	AJKG01000070.1	10681	12027	-	GCA_001538255.1_ASM153825v1_genomic_CDS_5170	1	persistent	2	2	9
GCA_000258285.1_ASM25828v1_genomic_CDS_3373	AJKG01000070.1	12162	13079	+	GCA_001465445.1_ADP0v1_genomic_CDS_1667	1	shell	1	1	3
GCA_000258285.1_ASM25828v1_genomic_CDS_3374	AJKG01000070.1	13192	14490	-	GCA_001547575.1_ASM154757v1_genomic_CDS_5698	1	shell	0	4	9
GCA_000258285.1_ASM25828v1_genomic_CDS_3375	AJKG01000070.1	14729	15613	+	GCA_001465155.1_ASM146515v1_genomic_CDS_3748	1	shell	0	3	2
GCA_000258285.1_ASM25828v1_genomic_CDS_3376	AJKG01000070.1	15673	17244	+	GCA_000399805.1_Pseudoaeru02_genomic_CDS_0133	1	shell	0	4	6
GCA_000258285.1_ASM25828v1_genomic_CDS_3377	AJKG01000070.1	17244	18341	+	GCA_000496325.1_MDRPA05_genomic_CDS_1689	1	shell	1	3	1
GCA_000258285.1_ASM25828v1_genomic_CDS_3378	AJKG01000070.1	18363	19289	+	GCA_000335395.3_ASM33539v3_genomic_CDS_0152	1	persistent	0	7	9
GCA_000258285.1_ASM25828v1_genomic_CDS_3379	AJKG01000070.1	19454	20017	+	GCA_001465155.1_ASM146515v1_genomic_CDS_3752	1	shell	2	0	11
GCA_000258285.1_ASM25828v1_genomic_CDS_3380	AJKG01000070.1	20162	21727	+	GCA_001400935.1_PreICMP16945_genomic_CDS_2129	1	persistent	2	6	20
GCA_000258285.1_ASM25828v1_genomic_CDS_3381	AJKG01000070.1	21807	22880	-	GCA_002025755.1_ASM202575v1_genomic_CDS_4980	1	shell	5	1	14
GCA_000258285.1_ASM25828v1_genomic_CDS_3382	AJKG01000070.1	23161	24510	+	GCA_001828815.1_ASM182881v1_genomic_CDS_1566	1	persistent	3	8	15
GCA_000258285.1_ASM25828v1_genomic_CDS_3383	AJKG01000070.1	24618	25670	+	GCA_000152525.1_ASM15252v1_genomic_CDS_3851	1	shell	1	1	2
GCA_000258285.1_ASM25828v1_genomic_CDS_3384	AJKG01000070.1	25698	26324	-	GCA_000152525.1_ASM15252v1_genomic_CDS_3850	1	shell	0	2	2
GCA_000258285.1_ASM25828v1_genomic_CDS_3385	AJKG01000070.1	26446	26961	-	GCA_002088155.1_ASM208815v1_genomic_CDS_0348	1	shell	0	2	1
GCA_000258285.1_ASM25828v1_genomic_CDS_3386	AJKG01000070.1	27200	28297	+	GCA_001450625.1_WH-SGI-V-07185_genomic_CDS_1361	1	shell	0	2	0
GCA_000258285.1_ASM25828v1_genomic_CDS_3387	AJKG01000070.1	28370	29332	+	GCA_001451445.1_WH-SGI-V-07422_genomic_CDS_1016	1	shell	1	1	2
GCA_000258285.1_ASM25828v1_genomic_CDS_3388	AJKG01000070.1	29437	30387	+	GCA_000285355.1_ASM28535v1_genomic_CDS_6043	1	persistent	2	9	27
GCA_000258285.1_ASM25828v1_genomic_CDS_3389	AJKG01000070.1	30542	31129	+	GCA_001452885.1_WH-SGI-V-07252_genomic_CDS_5158	1	shell	1	1	2
GCA_000258285.1_ASM25828v1_genomic_CDS_3390	AJKG01000070.1	31126	32121	+	GCA_001036075.1_ASM103607v1_genomic_CDS_4452	1	shell	0	3	3
GCA_000258285.1_ASM25828v1_genomic_CDS_3391	AJKG01000070.1	32269	34656	+	GCA_000987945.1_ASM98794v1_genomic_CDS_2869	1	shell	1	4	0
GCA_000258285.1_ASM25828v1_genomic_CDS_3392	AJKG01000070.1	34943	35860	+	GCA_000751715.1_HGAP_corrected_genomic_CDS_5755	1	shell	1	2	0
GCA_000258285.1_ASM25828v1_genomic_CDS_3393	AJKG01000070.1	35995	36714	+	GCA_000751715.1_HGAP_corrected_genomic_CDS_5756	1	persistent	0	4	14
GCA_000258285.1_ASM25828v1_genomic_CDS_3394	AJKG01000070.1	36725	37330	+	GCA_000825745.1_PAE221_genomic_CDS_1031	1	shell	3	2	8
GCA_000258285.1_ASM25828v1_genomic_CDS_3395	AJKG01000070.1	37537	38376	+	GCA_002256045.1_ASM225604v1_genomic_CDS_1168	1	persistent	3	3	18
GCA_000258285.1_ASM25828v1_genomic_CDS_3396	AJKG01000070.1	38577	39680	+	GCA_000467675.1_PseVRFPA03_genomic_CDS_0165	1	shell	1	2	1
GCA_000258285.1_ASM25828v1_genomic_CDS_3397	AJKG01000070.1	39677	40747	+	GCA_001547575.1_ASM154757v1_genomic_CDS_3933	1	shell	0	2	1
GCA_000258285.1_ASM25828v1_genomic_CDS_3398	AJKG01000070.1	40744	43791	+	GCA_001990445.1_ASM199044v1_genomic_CDS_6212	1	shell	1	3	3
GCA_000258285.1_ASM25828v1_genomic_CDS_3399	AJKG01000070.1	43990	44928	+	GCA_001454745.1_WH-SGI-V-07311_genomic_CDS_1341	1	shell	0	2	0
GCA_000258285.1_ASM25828v1_genomic_CDS_3400	AJKG01000070.1	45044	45229	+	GCA_000412735.1_pagenome_genomic_CDS_0175	1	shell	0	2	2
GCA_000258285.1_ASM25828v1_genomic_CDS_3401	AJKG01000070.1	45816	47150	+	GCA_000705195.1_RH_uta_asm_3_0324_genomic_CDS_5402	1	shell	0	2	2
GCA_000258285.1_ASM25828v1_genomic_CDS_3402	AJKG01000070.1	47179	47976	-	GCA_000705195.1_RH_uta_asm_3_0324_genomic_CDS_5403	1	shell	1	3	3
GCA_000258285.1_ASM25828v1_genomic_CDS_3403	AJKG01000070.1	48054	49670	+	GCA_000505805.1_P.aer_PFK10_genomic_CDS_0172	1	shell	0	3	2
GCA_000258285.1_ASM25828v1_genomic_CDS_3404	AJKG01000070.1	50342	51178	+	GCA_000705155.1_RH_utaHolly_2_genomic_CDS_4781	1	shell	0	4	6
GCA_000258285.1_ASM25828v1_genomic_CDS_3405	AJKG01000070.1	51420	52826	+	GCA_000335395.3_ASM33539v3_genomic_CDS_0179	1	shell	1	1	1
GCA_000258285.1_ASM25828v1_genomic_CDS_3406	AJKG01000070.1	52919	53584	+	GCA_000953455.1_Ppseudo_Pac_genomic_CDS_0832	1	persistent	2	5	13
GCA_000258285.1_ASM25828v1_genomic_CDS_3407	AJKG01000070.1	53590	54180	+	GCA_000399805.1_Pseudoaeru02_genomic_CDS_0167	1	shell	1	1	0
GCA_000258285.1_ASM25828v1_genomic_CDS_3408	AJKG01000070.1	54187	55014	-	GCA_001010525.1_ASM101052v1_genomic_CDS_5693	1	shell	0	3	2
GCA_000258285.1_ASM25828v1_genomic_CDS_3409	AJKG01000070.1	55021	55401	-	GCA_001007345.1_ASM100734v1_genomic_CDS_4550	1	shell	0	3	2
GCA_000258285.1_ASM25828v1_genomic_CDS_3410	AJKG01000070.1	55428	55970	-	GCA_000335395.3_ASM33539v3_genomic_CDS_0184	1	shell	0	2	1
GCA_000258285.1_ASM25828v1_genomic_CDS_3411	AJKG01000070.1	55979	57970	-	GCA_000505825.1_P.aer_PK6_genomic_CDS_0176	1	shell	0	3	3
GCA_000258285.1_ASM25828v1_genomic_CDS_3412	AJKG01000070.1	58233	59282	-	GCA_000399805.1_Pseudoaeru02_genomic_CDS_0172	1	shell	0	2	3
GCA_000258285.1_ASM25828v1_genomic_CDS_3413	AJKG01000070.1	59302	59904	-	GCA_000152525.1_ASM15252v1_genomic_CDS_3819	1	shell	0	3	0
GCA_000258285.1_ASM25828v1_genomic_CDS_3414	AJKG01000070.1	59910	60752	-	GCA_000152525.1_ASM15252v1_genomic_CDS_3818	1	shell	0	3	0
GCA_000258285.1_ASM25828v1_genomic_CDS_3415	AJKG01000070.1	60822	62861	-	GCA_001921095.1_TRN6622_genomic_CDS_6137	1	shell	0	4	3
GCA_000258285.1_ASM25828v1_genomic_CDS_3416	AJKG01000070.1	62897	63382	-	GCA_000258285.1_ASM25828v1_genomic_CDS_3416	1	shell	0	2	1
GCA_000258285.1_ASM25828v1_genomic_CDS_3417	AJKG01000070.1	63369	65288	-	GCA_000258285.1_ASM25828v1_genomic_CDS_3417	1	shell	0	3	3
GCA_000258285.1_ASM25828v1_genomic_CDS_3418	AJKG01000070.1	65316	65681	-	GCA_001450625.1_WH-SGI-V-07185_genomic_CDS_1393	1	shell	0	6	7
GCA_000258285.1_ASM25828v1_genomic_CDS_3419	AJKG01000070.1	65879	67051	-	GCA_001451445.1_WH-SGI-V-07422_genomic_CDS_1048	1	shell	0	2	0
GCA_000258285.1_ASM25828v1_genomic_CDS_3420	AJKG01000070.1	67244	68176	-	GCA_000496325.1_MDRPA05_genomic_CDS_6021	1	shell	0	2	1
GCA_000258285.1_ASM25828v1_genomic_CDS_3421	AJKG01000070.1	68293	69045	+	GCA_001452885.1_WH-SGI-V-07252_genomic_CDS_5190	1	shell	0	2	0
GCA_000258285.1_ASM25828v1_genomic_CDS_3422	AJKG01000070.1	69145	70755	-	GCA_001453465.1_WH-SGI-V-07639_genomic_CDS_0862	1	shell	1	5	6
GCA_000258285.1_ASM25828v1_genomic_CDS_3423	AJKG01000070.1	70843	71682	-	GCA_000496325.1_MDRPA05_genomic_CDS_6018	1	shell	0	2	2
GCA_000258285.1_ASM25828v1_genomic_CDS_3424	AJKG01000070.1	71679	73295	-	GCA_000751715.1_HGAP_corrected_genomic_CDS_5787	1	shell	0	2	2
GCA_000258285.1_ASM25828v1_genomic_CDS_3425	AJKG01000070.1	73562	74623	+	GCA_001605875.1_ASM160587v1_genomic_CDS_7372	1	shell	0	3	6
GCA_000258285.1_ASM25828v1_genomic_CDS_3426	AJKG01000070.1	75041	75856	+	GCA_000399805.1_Pseudoaeru02_genomic_CDS_0186	1	shell	0	2	0
GCA_000258285.1_ASM25828v1_genomic_CDS_3427	AJKG01000070.1	75853	76734	+	GCA_001036075.1_ASM103607v1_genomic_CDS_2405	1	shell	0	2	2
GCA_000258285.1_ASM25828v1_genomic_CDS_3428	AJKG01000070.1	76772	78130	-	GCA_000399805.1_Pseudoaeru02_genomic_CDS_0188	1	shell	0	4	3
GCA_000258285.1_ASM25828v1_genomic_CDS_3429	AJKG01000070.1	78378	79103	+	GCA_000825745.1_PAE221_genomic_CDS_1066	1	shell	0	2	3
GCA_000258285.1_ASM25828v1_genomic_CDS_3430	AJKG01000070.1	79127	80044	-	GCA_001454745.1_WH-SGI-V-07311_genomic_CDS_1310	1	shell	0	3	3
GCA_000258285.1_ASM25828v1_genomic_CDS_3431	AJKG01000070.1	80394	82766	+	GCA_001045515.1_ASM104551v1_genomic_CDS_0199	2	shell	0	5	9
GCA_000258285.1_ASM25828v1_genomic_CDS_3432	AJKG01000070.1	82807	83709	+	GCA_001454745.1_WH-SGI-V-07311_genomic_CDS_1308	1	shell	0	2	9
GCA_000258285.1_ASM25828v1_genomic_CDS_3433	AJKG01000070.1	83777	84676	+	GCA_000467675.1_PseVRFPA03_genomic_CDS_1054	1	shell	1	1	1
GCA_000258285.1_ASM25828v1_genomic_CDS_3434	AJKG01000070.1	85323	86441	+	GCA_001465025.1_Pseudomonas_sp._Ga0074129_genomic_CDS_3433	1	persistent	2	1	17
GCA_000258285.1_ASM25828v1_genomic_CDS_3435	AJKG01000070.1	86517	86825	+	GCA_000467005.1_ASM46700v1_genomic_CDS_2674	1	persistent	2	0	3
GCA_000258285.1_ASM25828v1_genomic_CDS_3436	AJKG01000070.1	86825	88261	+	GCA_000275925.1_ASM27592v1_genomic_CDS_4574	1	persistent	3	2	19
GCA_000258285.1_ASM25828v1_genomic_CDS_3437	AJKG01000070.1	88604	89416	+	GCA_000467675.1_PseVRFPA03_genomic_CDS_1058	1	shell	1	2	0
GCA_000258285.1_ASM25828v1_genomic_CDS_3438	AJKG01000070.1	89445	90164	+	GCA_000705155.1_RH_utaHolly_2_genomic_CDS_4814	1	shell	1	2	4
GCA_000258285.1_ASM25828v1_genomic_CDS_3439	AJKG01000070.1	90166	90567	+	GCA_000505825.1_P.aer_PK6_genomic_CDS_0207	1	persistent	0	8	6
GCA_000258285.1_ASM25828v1_genomic_CDS_3440	AJKG01000070.1	90750	90962	-	GCA_000505825.1_P.aer_PK6_genomic_CDS_0208	1	shell	1	1	2
GCA_000258285.1_ASM25828v1_genomic_CDS_3441	AJKG01000070.1	91178	91759	+	GCA_001036075.1_ASM103607v1_genomic_CDS_0680	1	shell	1	1	8
GCA_000258285.1_ASM25828v1_genomic_CDS_3442	AJKG01000070.1	91767	93224	-	GCA_002010815.1_ASM201081v1_genomic_CDS_2676	1	cloud	0	1	7
GCA_000258285.1_ASM25828v1_genomic_CDS_3443	AJKG01000070.1	93290	94324	-	GCA_000152525.1_ASM15252v1_genomic_CDS_3789	1	cloud	0	1	6
GCA_000258285.1_ASM25828v1_genomic_CDS_3444	AJKG01000070.1	94347	95156	-	GCA_000285955.1_ASM28595v1_genomic_CDS_2120	1	cloud	0	0	2
GCA_000258285.1_ASM25828v1_genomic_CDS_3445	AJKG01000070.1	95153	96073	-	GCA_000733615.1_ASM73361v1_genomic_CDS_3732	1	cloud	0	0	4
GCA_000258285.1_ASM25828v1_genomic_CDS_3446	AJKG01000070.1	96099	97211	-	GCA_000152525.1_ASM15252v1_genomic_CDS_3786	1	cloud	0	0	2
GCA_000258285.1_ASM25828v1_genomic_CDS_3447	AJKG01000070.1	97442	98335	+	GCA_001453465.1_WH-SGI-V-07639_genomic_CDS_0837	1	cloud	1	1	1
GCA_000258285.1_ASM25828v1_genomic_CDS_3448	AJKG01000070.1	98456	100120	+	GCA_000467005.1_ASM46700v1_genomic_CDS_3974	1	persistent	0	11	41
GCA_000258285.1_ASM25828v1_genomic_CDS_3449	AJKG01000070.1	100120	101001	+	GCA_001045515.1_ASM104551v1_genomic_CDS_0211	1	shell	1	1	1
GCA_000258285.1_ASM25828v1_genomic_CDS_3450	AJKG01000070.1	101003	101302	+	GCA_001465155.1_ASM146515v1_genomic_CDS_3816	1	shell	1	3	3
GCA_000258285.1_ASM25828v1_genomic_CDS_3451	AJKG01000070.1	101295	102158	+	GCA_001007345.1_ASM100734v1_genomic_CDS_3571	1	shell	1	3	7
GCA_000258285.1_ASM25828v1_genomic_CDS_3452	AJKG01000070.1	102155	102961	+	GCA_001036075.1_ASM103607v1_genomic_CDS_0675	1	shell	0	2	2
GCA_000258285.1_ASM25828v1_genomic_CDS_3453	AJKG01000070.1	102977	103669	+	GCA_000572265.1_PA01_BK1_genomic_CDS_6487	1	shell	0	2	3
GCA_000258285.1_ASM25828v1_genomic_CDS_3454	AJKG01000070.1	103666	104598	+	GCA_000572265.1_PA01_BK1_genomic_CDS_6488	1	shell	0	2	0
GCA_000258285.1_ASM25828v1_genomic_CDS_3455	AJKG01000070.1	104655	105059	+	GCA_000572265.1_PA01_BK1_genomic_CDS_6489	1	shell	0	3	2
GCA_000258285.1_ASM25828v1_genomic_CDS_3456	AJKG01000070.1	105065	105829	+	GCA_001828735.1_ASM182873v1_genomic_CDS_2079	1	shell	1	2	10
GCA_000258285.1_ASM25828v1_genomic_CDS_3457	AJKG01000070.1	105914	106843	-	GCA_000828755.1_ASM82875v1_genomic_CDS_0416	1	persistent	1	4	19
GCA_000258285.1_ASM25828v1_genomic_CDS_3458	AJKG01000070.1	107181	108101	-	GCA_001465445.1_ADP0v1_genomic_CDS_1461	1	shell	1	4	21
GCA_000258285.1_ASM25828v1_genomic_CDS_3459	AJKG01000070.1	108452	109942	+	GCA_001450625.1_WH-SGI-V-07185_genomic_CDS_1427	1	shell	0	4	18
GCA_000258285.1_ASM25828v1_genomic_CDS_3460	AJKG01000070.1	110000	111433	+	GCA_001452885.1_WH-SGI-V-07252_genomic_CDS_5222	1	shell	0	4	0
GCA_000258285.1_ASM25828v1_genomic_CDS_3461	AJKG01000070.1	111464	112846	+	GCA_001874665.1_ASM187466v1_genomic_CDS_4876	1	shell	0	3	10
GCA_000258285.1_ASM25828v1_genomic_CDS_3462	AJKG01000070.1	113010	114068	+	GCA_000751715.1_HGAP_corrected_genomic_CDS_5820	1	shell	0	3	9
GCA_000258285.1_ASM25828v1_genomic_CDS_3463	AJKG01000070.1	114146	115027	-	GCA_001914085.1_ASM191408v1_genomic_CDS_2428	1	shell	0	2	0
GCA_000258285.1_ASM25828v1_genomic_CDS_3464	AJKG01000070.1	115087	115869	-	GCA_000825745.1_PAE221_genomic_CDS_1095	1	shell	0	4	5
GCA_000258285.1_ASM25828v1_genomic_CDS_3465	AJKG01000070.1	116024	116563	+	GCA_000705195.1_RH_uta_asm_3_0324_genomic_CDS_5466	1	shell	2	2	1
GCA_000258285.1_ASM25828v1_genomic_CDS_3466	AJKG01000070.1	116714	117565	+	GCA_000500605.1_PseudoSJ9_genomic_CDS_1105	1	persistent	3	1	10
GCA_000258285.1_ASM25828v1_genomic_CDS_3467	AJKG01000070.1	117562	118344	+	GCA_000285955.1_ASM28595v1_genomic_CDS_1338	1	persistent	2	0	4
GCA_000258285.1_ASM25828v1_genomic_CDS_3468	AJKG01000070.1	118341	119546	+	GCA_000705155.1_RH_utaHolly_2_genomic_CDS_4845	1	persistent	3	4	15
GCA_000258285.1_ASM25828v1_genomic_CDS_3469	AJKG01000070.1	119696	120994	+	GCA_001454745.1_WH-SGI-V-07311_genomic_CDS_1276	1	shell	3	1	6
GCA_000258285.1_ASM25828v1_genomic_CDS_3470	AJKG01000070.1	121017	122396	+	GCA_001921095.1_TRN6622_genomic_CDS_5686	1	shell	0	2	3
GCA_000258285.1_ASM25828v1_genomic_CDS_3471	AJKG01000070.1	122411	123202	+	GCA_001010525.1_ASM101052v1_genomic_CDS_4476	1	shell	1	1	4
GCA_000258285.1_ASM25828v1_genomic_CDS_3472	AJKG01000070.1	123213	123614	+	GCA_000558345.1_MDR_VRFPA09_genomic_CDS_6228	1	persistent	0	9	21
GCA_000258285.1_ASM25828v1_genomic_CDS_3473	AJKG01000070.1	123741	124682	+	GCA_000558345.1_MDR_VRFPA09_genomic_CDS_5917	1	shell	1	1	2
GCA_000258285.1_ASM25828v1_genomic_CDS_3474	AJKG01000070.1	124873	125706	+	GCA_000467675.1_PseVRFPA03_genomic_CDS_1086	1	shell	4	4	5
GCA_000258285.1_ASM25828v1_genomic_CDS_3475	AJKG01000070.1	126048	127394	-	GCA_002256045.1_ASM225604v1_genomic_CDS_1169	1	persistent	3	4	13
GCA_000258285.1_ASM25828v1_genomic_CDS_3476	AJKG01000070.1	127700	128479	+	GCA_000152525.1_ASM15252v1_genomic_CDS_3754	1	shell	1	1	0
GCA_000258285.1_ASM25828v1_genomic_CDS_3477	AJKG01000070.1	128722	129765	+	GCA_000496325.1_MDRPA05_genomic_CDS_0954	1	shell	0	2	1
GCA_000258285.1_ASM25828v1_genomic_CDS_3478	AJKG01000070.1	129788	130603	+	GCA_000987945.1_ASM98794v1_genomic_CDS_3108	1	shell	0	2	0
GCA_000258285.1_ASM25828v1_genomic_CDS_3479	AJKG01000070.1	130753	131631	+	GCA_000572265.1_PA01_BK1_genomic_CDS_4277	1	shell	0	2	2
GCA_000258285.1_ASM25828v1_genomic_CDS_3480	AJKG01000070.1	131657	132922	-	GCA_000258285.1_ASM25828v1_genomic_CDS_3480	1	shell	1	1	1
GCA_000258285.1_ASM25828v1_genomic_CDS_3481	AJKG01000070.1	132988	134313	-	GCA_001269555.1_ASM126955v1_genomic_CDS_5027	1	persistent	0	7	14
GCA_000258285.1_ASM25828v1_genomic_CDS_3482	AJKG01000070.1	134859	136763	+	GCA_001451445.1_WH-SGI-V-07422_genomic_CDS_1112	1	shell	1	3	1
GCA_000258285.1_ASM25828v1_genomic_CDS_3483	AJKG01000070.1	136856	137524	+	GCA_001007345.1_ASM100734v1_genomic_CDS_2498	1	shell	0	5	2
GCA_000258285.1_ASM25828v1_genomic_CDS_3484	AJKG01000070.1	137564	138418	-	GCA_001451445.1_WH-SGI-V-07422_genomic_CDS_1114	1	shell	1	2	10
GCA_000258285.1_ASM25828v1_genomic_CDS_3485	AJKG01000070.1	138415	138861	-	GCA_001007345.1_ASM100734v1_genomic_CDS_5289	1	shell	0	2	1
GCA_000258285.1_ASM25828v1_genomic_CDS_3486	AJKG01000070.1	138978	140483	-	GCA_001007345.1_ASM100734v1_genomic_CDS_5288	1	shell	1	1	0
GCA_000258285.1_ASM25828v1_genomic_CDS_3487	AJKG01000070.1	140658	141842	-	GCA_001036075.1_ASM103607v1_genomic_CDS_4937	1	persistent	1	6	10
GCA_000258285.1_ASM25828v1_genomic_CDS_3488	AJKG01000070.1	142020	142886	+	GCA_002025755.1_ASM202575v1_genomic_CDS_1550	1	shell	1	1	0
GCA_000258285.1_ASM25828v1_genomic_CDS_3489	AJKG01000070.1	142883	143329	-	GCA_001451445.1_WH-SGI-V-07422_genomic_CDS_1119	1	shell	0	2	0
GCA_000258285.1_ASM25828v1_genomic_CDS_3490	AJKG01000070.1	143407	143841	-	GCA_001450625.1_WH-SGI-V-07185_genomic_CDS_1458	1	shell	1	3	11
GCA_000258285.1_ASM25828v1_genomic_CDS_3491	AJKG01000070.1	143996	144637	-	GCA_001450625.1_WH-SGI-V-07185_genomic_CDS_1459	1	shell	0	3	0
GCA_000258285.1_ASM25828v1_genomic_CDS_3492	AJKG01000070.1	144902	145156	-	GCA_000531435.1_PA38182_genomic_CDS_0301	1	shell	0	2	1
GCA_000258285.1_ASM25828v1_genomic_CDS_3493	AJKG01000070.1	145281	145745	-	GCA_000335395.3_ASM33539v3_genomic_CDS_0260	1	shell	0	3	0
GCA_000258285.1_ASM25828v1_genomic_CDS_3494	AJKG01000070.1	145798	147288	-	GCA_001605875.1_ASM160587v1_genomic_CDS_3676	1	shell	1	3	3
GCA_000258285.1_ASM25828v1_genomic_CDS_3495	AJKG01000070.1	147485	147907	+	GCA_000751715.1_HGAP_corrected_genomic_CDS_5853	1	cloud	0	2	0
GCA_000258285.1_ASM25828v1_genomic_CDS_3496	AJKG01000070.1	147927	148628	-	GCA_000335395.3_ASM33539v3_genomic_CDS_6079	1	shell	0	3	3
GCA_000258285.1_ASM25828v1_genomic_CDS_3497	AJKG01000070.1	148777	149709	-	GCA_000705195.1_RH_uta_asm_3_0324_genomic_CDS_5498	1	shell	1	2	7
GCA_000258285.1_ASM25828v1_genomic_CDS_3498	AJKG01000070.1	149972	150763	-	GCA_000705195.1_RH_uta_asm_3_0324_genomic_CDS_5499	1	cloud	0	2	0
GCA_000258285.1_ASM25828v1_genomic_CDS_3499	AJKG01000070.1	150793	150978	-	GCA_000412735.1_pagenome_genomic_CDS_0272	1	shell	0	2	2
GCA_000258285.1_ASM25828v1_genomic_CDS_3500	AJKG01000070.1	151158	152600	-	GCA_000705215.1_RH_utaHolly_4_genomic_CDS_1841	1	shell	0	4	6
GCA_000258285.1_ASM25828v1_genomic_CDS_3501	AJKG01000070.1	152750	153913	-	GCA_000987945.1_ASM98794v1_genomic_CDS_2707	2	shell	0	2	2
GCA_000258285.1_ASM25828v1_genomic_CDS_3502	AJKG01000070.1	153858	154904	-	GCA_000987945.1_ASM98794v1_genomic_CDS_2707	2	shell	0	2	2
GCA_000258285.1_ASM25828v1_genomic_CDS_3503	AJKG01000070.1	154901	155398	-	GCA_000987945.1_ASM98794v1_genomic_CDS_2706	1	shell	0	3	3
GCA_000258285.1_ASM25828v1_genomic_CDS_3504	AJKG01000070.1	155402	155965	-	GCA_001450625.1_WH-SGI-V-07185_genomic_CDS_5812	1	shell	0	4	5
GCA_000258285.1_ASM25828v1_genomic_CDS_3505	AJKG01000070.1	156264	157436	-	GCA_000572265.1_PA01_BK1_genomic_CDS_4250	1	cloud	0	1	1
GCA_000258285.1_ASM25828v1_genomic_CDS_3506	AJKG01000070.1	157544	159313	-	GCA_000705195.1_RH_uta_asm_3_0324_genomic_CDS_5507	1	cloud	0	1	5
GCA_000258285.1_ASM25828v1_genomic_CDS_3507	AJKG01000070.1	159354	159791	-	GCA_001453465.1_WH-SGI-V-07639_genomic_CDS_5253	1	cloud	0	0	1
GCA_000258285.1_ASM25828v1_genomic_CDS_3508	AJKG01000071.1	1979	3430	+	GCA_000399805.1_Pseudoaeru02_genomic_CDS_0314	1	persistent	1	9	58
GCA_000258285.1_ASM25828v1_genomic_CDS_3509	AJKG01000071.1	3675	4955	+	GCA_000505825.1_P.aer_PK6_genomic_CDS_0271	1	persistent	3	3	17
GCA_000258285.1_ASM25828v1_genomic_CDS_3510	AJKG01000071.1	5281	6480	+	GCA_001007345.1_ASM100734v1_genomic_CDS_3042	1	shell	1	1	3
GCA_000258285.1_ASM25828v1_genomic_CDS_3511	AJKG01000071.1	6648	8069	-	GCA_000705155.1_RH_utaHolly_2_genomic_CDS_4877	1	shell	0	2	1
GCA_000258285.1_ASM25828v1_genomic_CDS_3512	AJKG01000071.1	8196	8633	+	GCA_000531435.1_PA38182_genomic_CDS_0322	1	shell	0	2	1
GCA_000258285.1_ASM25828v1_genomic_CDS_3513	AJKG01000071.1	8645	9052	+	GCA_000467675.1_PseVRFPA03_genomic_CDS_1150	1	shell	0	2	1
GCA_000258285.1_ASM25828v1_genomic_CDS_3514	AJKG01000071.1	9086	9370	+	GCA_000558345.1_MDR_VRFPA09_genomic_CDS_5819	1	shell	0	3	0
GCA_000258285.1_ASM25828v1_genomic_CDS_3515	AJKG01000071.1	9367	10299	-	GCA_001465155.1_ASM146515v1_genomic_CDS_3880	1	shell	0	2	2
GCA_000258285.1_ASM25828v1_genomic_CDS_3516	AJKG01000071.1	10349	11563	-	GCA_001045515.1_ASM104551v1_genomic_CDS_0311	1	shell	0	2	0
